iter	Logloss
0	0.4764483761
1	0.3813002798
2	0.3110305816
3	0.2747007186
4	0.2394785969
5	0.2194895372
6	0.1965085383
7	0.1870706682
8	0.1720558597
9	0.1628529098
10	0.1550960242
11	0.1478855515
12	0.1349576416
13	0.1306728956
14	0.1274013512
15	0.1220364935
16	0.1152573492
17	0.1135053861
18	0.1093976679
19	0.1066573855
20	0.1036397814
21	0.1010057969
22	0.09917576051
23	0.09774246982
24	0.0958260666
25	0.09516830006
26	0.09477915632
27	0.09435596559
28	0.09299832664
29	0.09064941832
30	0.0897224092
31	0.08926710163
32	0.08652465713
33	0.08567304652
34	0.08526831363
35	0.08496892421
36	0.08420423288
37	0.08351908282
38	0.08296083031
39	0.08140606779
40	0.08110377339
41	0.08055992715
42	0.07951839344
43	0.07915735216
44	0.07871605022
45	0.07838106524
46	0.078157807
47	0.07741274533
48	0.07687299405
49	0.07674058492
50	0.07573972141
51	0.075400031
52	0.07519024051
53	0.07498996935
54	0.0747344473
55	0.07416991734
56	0.0737503005
57	0.07357079143
58	0.07327214132
59	0.07290487792
60	0.07265453189
61	0.07233992031
62	0.07209502477
63	0.07199103197
64	0.07155396797
65	0.07135692895
66	0.07079872337
67	0.07054282812
68	0.07039203331
69	0.06996382017
70	0.06941443401
71	0.06923406832
72	0.06901138603
73	0.06795646071
74	0.06762064435
75	0.06721423673
76	0.06686851324
77	0.06644591306
78	0.06627895314
79	0.06601408264
80	0.06583242338
81	0.06530286433
82	0.06515026729
83	0.06449150114
84	0.06427393821
85	0.06407766461
86	0.0638586846
87	0.06369907612
88	0.06325068659
89	0.06302892334
90	0.06290210991
91	0.06271196281
92	0.06258647304
93	0.06234863278
94	0.06167772343
95	0.06150665837
96	0.0610922056
97	0.06088519614
98	0.06077607336
99	0.06057516693
100	0.06032797069
101	0.06021222825
102	0.06004100913
103	0.05977125656
104	0.05952531449
105	0.05927809169
106	0.05895533093
107	0.05840992639
108	0.05813776776
109	0.05787642334
110	0.0577045145
111	0.05752774706
112	0.05740577054
113	0.05724295161
114	0.05707431254
115	0.05686755188
116	0.05657081687
117	0.05646783873
118	0.05627065052
119	0.05617695265
120	0.05606525691
121	0.05588796442
122	0.05570613473
123	0.05558407454
124	0.05538851059
